ADID	Name	Description	GLT_tag	GLT_Desc	Ent DR	EL Act	EL Obj	EL IO	EL Product	EL Process	Int 1 EL	Int 1 Type	Int 2 EL	Int 2 Type	CR1 Subj	CR1 Act	CR1 Obj	FR1 Subj	FR1 Act	FR1 Obj	FR1	WG1	WG1 Terminal Case	CR2	FR2	WG2	WG2 Terminal Case	Dept	Dept PL	Cust EL	Cust Product	Cust Type	Cust Temporal	CC EL	CC Product	CC Type	CC Relation	CC Relation Type	CC Temporal	CofC CR1	CofC FR1	CofC WG1	CofC CR2	CofC FR2	CofC WG2	CofC Terminal Case	CofC Dept	CofC El	CofC Product	CofC Type
3589	Protective Clothing for Metal Alloy Producers - PL	These companies manufacture protective clothing sold through distributers for metal alloy producers.	2A1	Equipment manufacturers		2.2.2	B4i		RP	In-house	3.1.2 BdivA	With Inventory						B4i	1.3.2	F	B4i 1.3.2 F	1.3.1 F	Subject		F DivA DivA	2.2.2 B2i	Product	2.2.2 B2i	Main	2.2.2 B2i	RP	Businesses, Consumers, and Governments	First							B2i 1.3.2 DivA	DivA DivA DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3668	Patents Created For Modem Manufacturers - nrBG	These companies produce licenses, which they then lease to modem manufacturers	3B6	Contract Printing		2.2.2	C4ii		AP	In-house	3.3.2 C4ii	With Inventory						C4ii	2.1.2	B3iii	C4ii 2.1.2 B3iii	2.2.2 B3iii	Product					2.2.2 B3iii	Main	2.2.2 B3iii	RP	Businesses	First							B3iii 1.2.2 CdivA	B4ii 1.2.3 CdivA	(B4ii) 1.2.2 CdivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3552	Application Performance Analytics Hardware for Businesses, Direct Sales	These companies produce hardware used to carry out network traffic analysis. They sell this hardware directly to enterprises.	2A1	Equipment manufacturers		2.2.2	B3iii		RP	In-house					B3iii	2.2.2	C2ii	B4iii	1.2.2	CdivA	B4iii 1.2.2 CdivA	(B4iii) 1.2.2 CdivA	ItS	CdivA DivA DivA		DivA	DivM	DivA	Main	DivA	Div	Businesses	First																	
3809	Patent Leasing for Lasers - PL	These companies lease out licenses for their patents to other companies who manufacture laser systems for dentists that utilize their intellectual property.	3A3	Information Products meant to command		3.3.2	C4ii		RP	In-house								C4ii	2.1.2	B4ii	C4ii 2.1.2 B4ii	2.2.2 B4ii	Product					2.2.2 B4ii	Main	2.2.2 B4ii	RP	Businesses	First								B4ii 2.2.2 E4iii	2.3.2 F					2.3.2 F	2.3.2 F	AP	Businesses
3808	Royalties Collected From Licensing Technology Consumer Electronics Manufacturers - BG	These companies collect royalties from licenses leased out to consumer electronic manufacturers	3A3	Information Products meant to command		3.3.2	C4ii		RP	In-house								C4ii	2.1.2	B4ii	C4ii 2.1.2 B4ii	2.2.2 B4ii	Product					2.2.2 B4ii	Main	2.2.2 B4ii	RP	Businesses	First								B4ii DivA CdivA	DivA					DivA	1.3.2 F	RP	Consumers
3805	Royalties Collected From Licensing Semiconductor Technology to Electronic Device and Consumer Electronic Device Manufacturers	These company collect royalties from leased out licenses to other companies who manufacture electronic and consumer electronic devices that utilize their intellectual property.	3A3	Information Products meant to command		3.3.2	C4ii		RP	In-house								C4ii	2.1.2	B3i	C4ii 2.1.2 B3i	2.2.2 B3i	ItP (2)	B3i 1.2.1 CdivA		2.2.2 B4ii	Product	2.2.2 B4ii	Main	2.2.2 B4ii	RP	Businesses	First								B4ii DivA CdivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3804	Royalties Collected From Licensing Semiconductor Technology to Consumer Electronic Product Manufacturer - BG	These company collect royalties from leased out licenses to other companies who manufacture consumer electronic products that utilize their intellectual property.	3A3	Information Products meant to command		3.3.2	C4ii		RP	In-house								C4ii	2.1.2	B3i	C4ii 2.1.2 B3i	2.2.2 B3i	ItP (2)	B3i 1.2.1 CdivA		2.2.2 B4ii	Product	2.2.2 B4ii	Main	2.2.2 B4ii	RP	Businesses	First								B4ii DivA CdivA	DivA					DivA	1.3.2 F	RP	Consumers
3807	Royalties Collected From Licensing Technology to Modem Manufacturers - BG	These companies collect royalties from licenses leased out to modem manufacturers	3A3	Information Products meant to command		3.3.2	C4ii		RP	In-house								C4ii	2.1.2	B3iii	C4ii 2.1.2 B3iii	2.2.2 B3iii	Product					2.2.2 B3iii	Main	2.2.2 B3iii	RP	Businesses	First							B3iii 1.2.2 CdivA	B4ii 1.2.3 CdivA	(B4ii) 1.2.2 CdivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3806	Patent Leasing for Power Source Technology	These companies lease their patents for power source technologies, incorporated into computer, phone, and tablet chargers, to OEMs. These products are then sold on to consumers.	3A3	Information Products meant to command		3.3.2	C4ii		RP	In-house								C4ii	2.1.2	B3ii	C4ii 2.1.2 B3ii	2.1.2 B3ii	ItP (2)	B3iii 1.2.2 E4iii		2.2.2 B4ii	Product	2.2.2 B4ii	Main	2.2.2 B4ii	RP	Businesses	First								B4ii DivA CdivA	DivA					DivA	1.3.2 F	RP	Consumers
3801	Royalties Collected From Licensing Lighting Technology to LED Lighting Manufacturers - BG	These company collect royalties from leased out licenses to other companies who manufacture LED lighting that utilize their intellectual property.	3A3	Information Products meant to command		3.3.2	C4ii		RP	In-house								C4ii	2.1.2	B3i	C4ii 2.1.2 B3i	2.2.2 B3i	ItP (2)	B3i 1.2.1 CdivA		2.2.2 B3i	Product	2.2.2 B3i	Main	2.2.2 B3i	RP	Businesses	First							B3i 2.2.2 E4iii	B4ii 2.2.2 E4iii	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3800	Royalties Collected From Licensing Semiconductor Technology to LED Light Manufacturers - BG	These company collect royalties from leased out licenses to other companies who manufacture LED light that utilize their intellectual property.	3A3	Information Products meant to command		3.3.2	C4ii		RP	In-house								C4ii	2.1.2	B3i	C4ii 2.1.2 B3i	2.2.2 B3i	ItP (2)	B3i 1.2.1 CdivA		2.2.2 B3i	Product	2.2.2 B3i	Main	2.2.2 B3i	RP	Businesses	First							B3i 1.2.1 CdivA	B4ii DivA DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3803	Royalties Collected From Licensing Semiconductor Technology to Electronic Device Manufacturers - BG	These company collect royalties from leased out licenses to other companies who manufacture electronic devices that utilize their intellectual property.	3A3	Information Products meant to command		3.3.2	C4ii		RP	In-house								C4ii	2.1.2	B3i	C4ii 2.1.2 B3i	2.2.2 B3i	ItP (2)	B3i 1.2.1 CdivA		2.2.2 B4ii	Product	2.2.2 B4ii	Main	2.2.2 B4ii	RP	Businesses	First								B4ii 2.2.2 CdivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3802	Royalties Collected From Licensing Security Hardware - BG	These company collect royalties from leased out licenses to other companies that utilize their intellectual property.	3A3	Information Products meant to command		3.3.2	C4ii		RP	In-house								C4ii	2.1.2	B3i	C4ii 2.1.2 B3i	2.2.2 B3i	ItP (2)	B3i 1.3.1 B4ii		2.2.2 B4ii	Product	2.2.2 B4ii	Main	2.2.2 B4ii	RP	Businesses	First								B4ii 2.2.2 CdivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3452	Construction of Facilities for Integrated Oil Companies, with Subcontractors - PL	These companies build facilities for integrated oil companies.	1B1.F	Building Real Estate Contractors for producers of Energy for equipment or diversified resources		2.2.2	A4ii		AP	Outsourced											  	2.2.2 A4ii	Subject		A4ii 1.3.2 B4ii	2.2.2 E4ii	Product	2.2.2 E4ii	Main	2.2.2 E4ii	RP	Businesses	First								E4ii 2.2.2 B4ii	(B4ii) 1.2.2 F					(B4ii) 1.2.2 F	1.3.2 F	RP	Consumers
3519	LED Lighting Manufacturing for Businesses - BG	These companies manufacture LED lighting for diversified businesses	2A1	Equipment manufacturers		2.2.2	B3i		RP	In-house					B3i	2.2.2	E4iii	A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	DivA	DivM					DivA	Main	DivA	Div	Businesses	First																	
3518	Dental Laser Handpieces - PL	These companies manufacture replaceable handpieces with different functions for dental laser systems.	2A1	Equipment manufacturers		2.2.2	B2iii		RP	In-house					B2iii	1.3.2	B3ii	B4ii	2.2.2	E4iii	B4ii 2.2.2 E4iii	2.3.2 F	Product					2.3.2 F	Main	2.3.2 F	AP	Businesses	First									2.3.2 F					2.3.2 F	1.3.2 F	RP	Consumers
3456	Military Housing Construction, with Subcontractors - PL	These companies construct housing for the military.	1B1.H	Building Real Estate Contractors for Government		2.2.2	A4ii		AP	Outsourced											  	2.2.2 A4ii	Subject		A4ii 1.3.2 F	(A4ii) 1.3.2 F	Subject	1.3.1 DivA	Auxiliary	4.2.2 F	AP	Governments	First									1.3.1 DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3457	Waste-water Plant Construction, with Subcontractors - PL	These companies build waste-water plants.	1B1.H	Building Real Estate Contractors for Government		2.2.2	A4ii		AP	Outsourced											  	2.2.2 A4ii	Subject		A4ii 1.3.2 B4ii	2.2.3 EdivA	Product	2.2.3 EdivA	Auxiliary	4.2.2 F	AP	Governments	First									2.2.3 EdivA	EdivA DivA DivA	DivA DivA DivA	DivA	DivM	DivA	DivA	Div	Businesses, Consumers, and Governments
3454	Construction of Facilities for Oil and Gas, with Subcontractors	These companies build facilities for oil and gas companies.	1B1.F	Building Real Estate Contractors for producers of Energy for equipment or diversified resources		2.2.2	A4ii		AP	Outsourced											  	2.2.2 A4ii	Subject		A4ii 1.3.2 B4ii	2.2.2 EdivS	Product	2.2.2 EdivS	Main	2.2.2 EdivS	RP	Businesses	First							EdivS 1.3.2 E4divS	E4divS 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3455	Government Infrastructure Development, with Subcontractors - BG	These companies develop infrastructure for the government.	1B1.H	Building Real Estate Contractors for Government		2.2.2	A4ii		AP	Outsourced											  	2.2.2 A4ii	DivM					DivA	Auxiliary	4.2.2 F	AP	Governments	First																	
3513	Shower Door sale and installation through residential real estate developers - PL	These companies sell and install shower doors on behalf of residential of residential real estate developers	2A2	Equipment Distributer		3.1.2	B2iii		RP	In-house	2.2.2 A4ii	With Inventory			B2iii	1.2.1	F	A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3512	Shelving sale and installation through real estate developers  - PL	These companies sell and install shelving units on behalf of real estate developers	2A2	Equipment Distributer		3.1.2	B2iii		RP	In-house	2.2.2 A4ii	With Inventory			B2iii	1.3.2	DivA	A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	DivA	DivM					DivA	Main	DivA	Div	Businesses	First																	
3511	Shelving sale and installation through residential real estate developers - PL	These companies sell and install shelving units on behalf of residential real estate developers	2A2	Equipment Distributer		3.1.2	B2iii		RP	In-house	2.2.2 A4ii	With Inventory			B2iii	1.3.2	DivA	A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3510	Mirror sale and installation through real estate developers - PL	These companies sell and install mirrors on behalf of real estate developers	2A2	Equipment Distributer		3.1.2	B2iii		RP	In-house	2.2.2 A4ii	With Inventory			B2iii	1.2.1	C1i	A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	DivA	DivM					DivA	Main	DivA	Div	Businesses	First																	
3517	Guide Wire Line - PL	These companies produce guide wire lines used to navigate vasculature during surgical procedures.	2A1	Equipment manufacturers		2.2.2	B2iii		RP	In-house					B2iii	1.2.2	B4ii	B4ii	2.3.2	F	B4ii 2.3.2 F	2.3.2 F	Product					2.3.2 F	Main	2.3.2 F	AP	Businesses	First									2.3.2 F					2.3.2 F	1.3.2 F	RP	Consumers
3516	Shower Door sale and installation through repair contractors - PL	These companies sell and install shower doors on behalf of repair contractors	2A2	Equipment Distributer		3.1.2	B2iii		RP	In-house	2.3.2 A4ii	With Inventory			B2iii	1.2.1	F	A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3515	Shelving sale and installation through repair contractors - PL	These companies sell and install shelving units on behalf of repair contractors	2A2	Equipment Distributer		3.1.2	B2iii		RP	In-house	2.3.2 A4ii	With Inventory			B2iii	1.3.2	DivA	A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3514	Mirror sale and installation through repair contractors - PL	These companies sell and install mirrors on behalf of repair contractors	2A2	Equipment Distributer		3.1.2	B2iii		RP	In-house	2.3.2 A4ii	With Inventory			B2iii	1.2.1	C1i	A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3508	Rain gutter sale and installation through residential real estate developers  - PL	These companies sell and install rain gutters on behalf of residential real estate developers	2A2	Equipment Distributer		3.1.2	B2iii		RP	In-house	2.2.2 A4ii	With Inventory			B2iii	1.2.2	B1i	A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3509	Mirror sale and installation through residential real estate developers  - PL	These companies sell and install mirrors on behalf of residential real estate developers	2A2	Equipment Distributer		3.1.2	B2iii		RP	In-house	2.2.2 A4ii	With Inventory			B2iii	1.2.1	C1i	A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3638	Valves for Integrated Drilling Operations - PL	These companies manufacture valves used in the production of crude oil and natural gas for integrated oil drillers. 	2A1	Equipment manufacturers		2.2.2	B2iii		RP	In-house					B2iii	1.2.1	EdivS	B4ii	2.2.2	EdivS	B4ii 2.2.2 EdivS	2.2.2 E1ii	ItP (2)	E1ii 1.3.2 E4ii		2.2.2 E4ii	Product	2.2.2 E4ii 	Main	2.2.2 E4ii	RP	Businesses	First								E4ii 2.2.2 B4ii	(B4ii) 1.2.2 F					(B4ii) 1.2.2 F	1.3.2 F	RP	Consumers
3639	Components of Valves for Integrated Drilling Operations - PL	These companies manufacture components of valves used in the production of crude oil and natural gas for integrated drilling operations. 	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house					B2ii	1.3.2	B2iii	B4ii	2.2.2	E1ii	B4ii 2.2.2 E1ii	2.2.2 E1ii	ItP (2)	E1ii 1.3.2 E4ii		2.2.2 E4ii 	Product	2.2.2 E4ii	Main	2.2.2 E4ii	RP	Businesses	First							EdivS 1.3.2 E4ii	E4ii 2.2.2 B4ii	(B4ii) 1.2.2 F					(B4ii) 1.2.2 F	1.3.2 F	RP	Consumers
3636	Downhole Well Completion Equipment, such as Centralizers, Float Equipment, Sealing, etc., for Integrated Drilling Operations - PL	These companies manufacture downhole well completion equipment, such as centralizers, float equipment, sealing, etc. for integrated oil drilling operations. 	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house					B2ii	1.3.2	B4ii	B4ii	2.2.2	A4ii	B4ii 2.2.2 A4ii	2.2.2 A4ii	Subject		A4ii 1.3.2 B4ii	2.2.2 E1ii	ItP (2)	2.2.2 E4ii	Main	2.2.2 E4ii	RP	Businesses	First							E1ii 1.3.2 E4ii	E4ii 2.2.2 B4ii	(B4ii) 1.2.2 F					(B4ii) 1.2.2 F	1.3.2 F	RP	Consumers
3637	Downhole Well Completion and Construction Equipment for Diversified Drilling Operations - BG	These companies manufacture downhole well completion and construction equipment for diversified drilling operations, including natural gas, crude oil, and integrated oil producers. 	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house					B2ii	1.3.2	B4ii	B4ii	2.2.2	A4ii	B4ii 2.2.2 A4ii	2.2.2 A4ii	Subject		A4ii 1.3.2 B4ii	2.2.2 E1ii	DivM	2.2.2 EdivS	Main	2.2.2 EdivS	RP	Businesses	First							EdivS 1.3.2 E4divS	E4divS 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3634	Fluid End Components for Well Servicing for Integrated Drilling Operations - PL	These companies manufacture fluid end components used in well servicing and stimulation in integrated oil drilling operations. 	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house					B2ii	1.3.2	B3ii	B4ii	2.2.3	AdivS	B4ii 2.2.3 AdivS	2.2.3 A4ii	Subject		A4ii 1.3.2 B4ii	2.2.2 E1ii	ItP (2)	2.2.2 E4ii	Main	2.2.2 E4ii	RP	Businesses	First							E1ii 1.3.2 E4ii	E4ii 2.2.2 B4ii	(B4ii) 1.2.2 F					(B4ii) 1.2.2 F	1.3.2 F	RP	Consumers
3635	Fluid End Components for Well Servicing for Crude Oil and Natural Gas Drilling Operations - PL	These companies manufacture fluid end components used in well servicing and stimulation in crude oil and natural gas drilling operations.	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house					B2ii	1.3.2	B3ii	B4ii	2.2.3	AdivS	B4ii 2.2.3 AdivS	2.2.3 A4ii	Subject		A4ii 1.3.2 B4ii	2.2.2 E1ii	DivM	2.2.2 EdivS	Main	2.2.2 EdivS	RP	Businesses	First							EdivS 1.3.2 E4divS	E4divS 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3632	Fluid End Components for Hydraulic Fracturing for Crude Oil and Natural Gas Drilling Operations - PL	These companies manufacture fluid end components used in hydraulic fracturing in crude oil and natural gas drilling operations. 	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house					B2ii	1.3.2	B3ii	B4ii	2.2.2	AdivS	B4ii 2.2.2 AdivS	2.2.2 A4ii	Subject		A4ii 1.3.2 B4ii	2.2.2 E1ii	DivM	2.2.2 EdivS	Main	2.2.2 EdivS	RP	Businesses	First							EdivS 1.3.2 E4divS	E4divS 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3633	Components of Well Drilling Equipment - BG	These companies manufacture components of well drilling equipment for diversified oil and gas drilling operations. 	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house					B2ii	1.3.2	BdivS	B4ii	2.2.2	AdivS	B4ii 2.2.2 AdivS	2.2.2 AdivS	DivNT		A4ii 1.3.2 B4ii	2.2.2 EdivS	DivM	2.2.2 EdivS	Main	2.2.2 EdivS	RP	Businesses	First							EdivS 1.3.2 E4divS	E4divS 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3630	Components of Valves used in the Infrastructure for Crude Oil and Natural Gas Drilling Operations - PL	These companies manufacture component parts of valves, manifolds, and similar equipment that is incorporated into the infrastructure of drilling sites for crude oil and natural gas drilling operations. 	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house					B2ii	1.3.2	B2iii	B4ii	2.2.2	A2ii	B4ii 2.2.2 A2ii	2.2.2 A2ii	ItS	A2ii 1.3.2 E1i	A4ii 1.3.2 B4ii	2.2.2 E1ii	DivM	2.2.2 EdivS	Main	2.2.2 EdivS	RP	Businesses	First							EdivS 1.3.2 E4divS	E4divS 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3631	Fluid End Components for Hydraulic Fracturing for Integrated Drilling Operations - PL	These companies manufacture fluid end components used in hydraulic fracturing in integrated oil drilling operations. 	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house					B2ii	1.3.2	B3ii	B4ii	2.2.2	AdivS	B4ii 2.2.2 AdivS	2.2.2 A4ii	Subject		A4ii 1.3.2 B4ii	2.2.2 E1ii	ItP (2)	2.2.2 E4ii	Main	2.2.2 E4ii	RP	Businesses	First							E1ii 1.3.2 E4ii	E4ii 2.2.2 B4ii	(B4ii) 1.2.2 F					(B4ii) 1.2.2 F	1.3.2 F	RP	Consumers
